Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
The Smartest Giant in Town,Julia Donaldson,"The Smartest Giant in Town audiobook, read by actors Imelda Staunton, Jim Carter and Steven Pacey, brings to life the friendly giant and all the little animals in this tale from the unparalleled picture book partnership of Julia Donaldson and Axel Scheffler, creators of The Gruffalo. This audiobook edition also includes a song and a read-along track.",4.8,1576.0,323.0,4,Fiction on Friendship for Children,30.0
Sex and Vanity,Kevin Kwan,The fabulous new novel from the best-selling author of Crazy Rich Asians. ,4.1,1048.5,888.0,4,Contemporary Fiction (Books),576.0
Get Organized: Do More in Less Time,Ciara Conlon,"At some point in our lives, most of us have felt overwhelmed by the number of things we need to do and the lack of time we have to do them. And although technology has advanced by leaps and bounds, giving us new ways to help keep track of our tasks and organize our lives, these technological advancements also bring even more demands on our time. ",-1.0,267.25,1003.0,4,Personal Development & Self-Help,285.0
"The Rational Male - Positive Masculinity, Volume 3",Rollo Tomassi,"Positive Masculinity is the newest in a series designed to give men actionable information to build better lives for themselves based on realistic, objective understanding of intersexual dynamics. The audiobook outlines four key themes: red-pill parenting, the feminine nature, social imperatives, and positive masculinity.   ",4.8,361.5,1003.0,4,Personal Success,1387.0
Room,Emma Donoghue,"The story of a mother, her son, a locked room, and the outside world.",4.4,5793.5,323.0,4,Literature & Fiction (Books),645.0
Powerful: Building a Culture of Freedom and Responsibility,Patty McCord,"When it comes to recruiting, motivating, and creating great teams, Patty McCord says most companies have it all wrong. McCord helped create the unique and high-performing culture at Netflix, where she was chief talent officer. In her new book, Powerful: Building a Culture of Freedom and Responsibility, she shares what she learned there and elsewhere in Silicon Valley.  ",4.6,271.5,501.0,4,Leadership,261.0
Taking Charge of Adult ADHD,Russell A. Barkley PhD,"For adults with ADHD, problems with attention, planning, problem solving, and controlling emotions can make daily life an uphill battle. Fortunately, effective help is out there. No one is a better guide to how to get the best care - and what sufferers can do for themselves - than renowned ADHD researcher/clinician Russell A. Barkley. Dr. Barkley provides step-by-step strategies for managing symptoms and reducing their harmful impact. Listeners get hands-on self-assessment tools and skills-building exercises, plus clear answers to frequently asked questions about medications and other treatments. Specific techniques are presented for overcoming challenges in critical areas where people with the disorder often struggle - work, finances, relationships, and more. Finally, an authoritative one-stop resource for adults with ADHD who are ready to take back their lives. ",4.4,299.5,938.0,4,Earth Sciences Books,563.0
"The Codependency Recovery Plan: A 5-Step Guide to Understand, Accept, and Break Free from the Codependent Cycle",Krystal Mazzola M.Ed LMFT,Detach from codependency in five steps. ,4.65,79.0,501.0,4,Personal Development & Self-Help,259.0
A Better India: A Better World,Narayan Murthy,Visit the website for A Better India: A Better World.,4.3,32.0,1005.0,721,Politics & Government,654.0
"Lean Mastery Collection: 8 Manuscripts: Lean Six Sigma, Lean Startup, Lean Enterprise, Lean Analytics, Agile Project Management, Kanban, Scrum, Kaizen",Jeffrey Ries,Eight audiobooks in one bundle.,4.3,41.0,836.0,1,e (Books),648.0
The Mysterious Affair at Styles [Classic Tales Edition],Agatha Christie,"Tragedy strikes at the estate at Styles. An old woman dies from what appears to be strychnine poisoning. The funny little Belgian, Hercule Poirot, is called in to investigate, though he appears to disregard every bit of damaging evidence. Has the great detective lost his touch? ",4.1,2416.0,668.0,4,Traditional Detective Mysteries,382.0
Unleashing Great Teaching: The Secrets to the Most Effective Teacher Development,David Weston,"It’s within the power of each and every school to unleash the best in teachers, day by day, month by month, year by year. ",4.5,18.0,839.0,4,Education (Books),538.0
Angel Prayer Meditations: Harnessing the Help of Heaven to Create Miracles,Kyle Gray,"Connecting to your angels is a two way process. The first step is through prayer; the second step is through meditation. If prayer is speaking, meditation is listening.",4.4,44.0,379.0,4,"d, Body & Spirit",47.0
The Case for Jesus: The Biblical and Historical Evidence for Christ,Brant Pitre,"Over the past hundred years, scholars have attacked the historical truth of the Gospels and argued that they were originally anonymous and filled with contradictions. In The Case for Jesus, Brant Pitre taps in to the wells of Christian scripture, history, and tradition to ask and answer a number of different questions, including: If we don't know who wrote the Gospels, how can we trust them? How are the four Gospels different from other Gospels, such as the lost Gospel of ""Q"" and the Gospel of Thomas? How can the four Gospels be historically true when there are differences between them? How much faith should be put into these writings? ",4.9,370.0,879.0,1,Catholicism,450.0
Anger Management Workbook for Men: Take Control of Your Anger and Master Your Emotions,Aaron Karmin MA,"“Aaron’s experience treating anger is second to none.” (Dr. Nathan R. Hydes, PhD; US Navy Psychologist)",4.4,350.0,501.0,2,Personal Development & Self-Help,194.0
The Intimate Marriage,R. C. Sproul,"Dr. R.C. Sproul takes a practical, pastoral look at the most intimate of human relationships. He shows that if we follow God’s principles, marriage can be a celebration of joyous intimacy - one of life’s greatest delights. Dr. Sproul examines not only the theology of marriage but also its sociology and psychology, covering such topics as communication, gender roles, and sex.",4.7,4.0,659.0,4,Christianity (Books),144.0
Musafir [Traveller],Bashir Badra,"Dr. Bashir Badra is considered a poet of such stature, who has not only transcended into his readers' hearts and minds through the fame of his published couplets but also into the literary hall of fame of well-received poets. For his contribution to Urdu and Hindi literature, he was awarded the prestigious Padma Shree in 1995. Dr. Badra has been a part of many prestigious mushayraas world over. Dr. Badra's style of poetry resonates with the common man and demystifies the world of Urdu shayari while staying true to its essence.",4.5,92.5,501.0,4,Poetry (Books),248.0
Thirty Great Detective Stories,Arthur Conan Doyle,"A wonderful collection of 30 of the greatest detective and mystery stories ever written. Featuring all the great classic sleuths, including Sherlock Holmes, Father Brown, Max Carrados, Dr. Thorndyke and Madame Rosika Storey. ",-1.0,267.25,3416.0,4,Classic Fiction (Books),1270.0
The Seventh Bride,T. Kingfisher,"Young Rhea is a miller's daughter of low birth, so she is understandably surprised when a mysterious nobleman, Lord Crevan, shows up on her doorstep and proposes marriage. Since commoners don't turn down lords - no matter how sinister they may seem - Rhea is forced to agree to the engagement. ",4.3,392.0,352.0,4,Fairy Tale Fantasy,407.0
Ajab-Gazab Meri Duniya [My World],Ruskin Bond,"Through this book, Ruskin Bond helps listeners appreciate the small things in life. Not only does he know how to make us laugh but also knows how to laugh at himself. Bond himself weaves in and out of the this eclectic narrative that involves an old lady who climbs trees, clock towers, a cassowary bird, aunts, uncles, grandfathers, djinns, and ghosts. ",4.5,5.0,668.0,4,Short Stories (Books),443.0
"The Winter of the Witch: Winternight Trilogy, Book 3",Katherine Arden,"Random House presents the audiobook edition of The Winter of the Witch by Katherine Arden, read by Kathleen Gati.",4.8,831.0,820.0,2,"Myths, Legends & Sagas",840.0
Foundations of Western Civilization II: A History of the Modern Western World,Robert Bucholz,"Beginning with the Renaissance, the culture of the West exploded. Over the next 600 years, rapid innovations in philosophy, technology, economics, military affairs, and politics allowed what had once been a cultural backwater left by the collapse of the Roman Empire to dominate the world. ",4.6,3.0,1774.0,4,History (Books),1475.0
Treasure Hunters,James Patterson,"Treasure hunting is no laughing matter... unless you're treasure hunting with these kids. Bick Kidd's parents were world-famous treasure hunters – until they mysteriously disappeared. Now he and the rest of the Kidds – Beck, Tommy, and Storm – have to finish their mom and dad's last major mission... before it finishes them. ",4.6,501.0,615.0,4,"Literary Theory, History & Criticism",355.0
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,"Penguin presents the audiobook edition of Simon vs. the Homo Sapiens Agenda by Becky Albertalli, read by Michael Crouch. ",4.7,2297.0,683.0,4,g (Books),405.0
HBR's 10 Must Reads on Change Management,Renee Mauborgne,"Most companies' change initiatives fail. Yours don't have to. If you listen to nothing else on change management, listen to these 10 articles (featuring ""Leading Change"" by John P. Kotter). We've combed through hundreds of Harvard Business Review articles and selected the most important ones to help you spearhead change in your organization. HBR's 10 Must Reads on Change Management will inspire you to: ",4.6,201.5,668.0,1,esses,450.0
A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,"The harrowing true story of one man's life in—and subsequent escape from—North Korea, one of the world's most brutal totalitarian regimes. ",4.6,5123.0,586.0,1,Biographies of Politicians,354.0
