Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
The Other Side of Midnight,Sidney Sheldon,4.4,542.0,937.0,3,Contemporary Fiction (Books),869.0,this new york time novel sidney sheldon best novel complete tortured romantic entanglement revers fortune thrilling suspense ultimate justice,2
Homer Box Set: Iliad & Odyssey,Anthony Heald,-1.0,267.25,632.0,3,Classic Literature,1502.0,homer iliad odyssey unquestionably two greatest epic masterpiece western literature though year old story brave heroic capricious god towering human emotion vividly timeless,2
Star Wars: Ahsoka,E. K. Johnston,4.65,2232.0,1256.0,3,s for Teens,424.0,fan long wondered happened ahsoka left jedi order near end clone war reappeared mysterious rebel operative fulcrum rebel finally story begin told,2
"The Tao of Seneca: Practical Letters from a Stoic Master, Volume 1",Seneca presented by Tim Ferriss Audio,-1.0,267.25,836.0,3,Society & Culture (Books),526.0,the tao seneca volume introduction stoic philosophy word seneca if study seneca good company he popular educated elite empire thomas jefferson also seneca bedside table thought leader silicon valley tout benefit stoicism nfl management coach player alike team patriot seahawks embraced principle make better competitor stoicism philosophical system designed produce dramatic effect think ideal operating system thriving environment this guide,3
The Polyvagal Theory in Therapy: Engaging the Rhythm of Regulation,Deb Dana,4.8,224.0,586.0,1,Relationships,352.0,this book offer therapist integrated approach adding polyvagal foundation work client with clear explanation organizing principle polyvagal theory complex theory translated clinician language using unique autonomic mapping process designed effectively track autonomic response pattern book present practical way work client experience connection through exercise specifically created engage regulating capacity ventral vagal system therapist given tool help client reshape autonomic nervous system,3
The 3-Minute Rule: Say Less to Get More from Any Pitch or Presentation,Brant Pinvidic,4.9,81.5,754.0,3,ess Sales,315.0,want deliver pitch presentation grab audience attention span ditch colorful slide catchy language and follow one simple rule convey need said clearly concisely three minute less,3
Slaughterhouse-Five,Kurt Vonnegut,4.5,3405.5,668.0,-1,",            5 star,          ,            ,              71%,            ,",313.0,famous parable billy pilgrim world war ii veteran pow later stage life become unstuck time experience unwillingly known event chronology order sometimes simultaneously,3
Memoirs and Misinformation: A Novel,Jim Carrey,4.3,836.0,1005.0,3,Metaphysical & Visionary Fiction,470.0,a new york time best seller,2
Origin: Robert Langdon 5,Dan Brown,4.3,1033.5,300.0,3,Crime Thrillers,461.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
What Is Life?: With Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,4.5,285.5,586.0,3,Religion & Spirituality (Books),368.0,nobel laureate erwin schrödinger what life one great science classic century a distinguished physicist exploration question lie heart biology written layman proved one spur birth molecular biology subsequent discovery structure dna the philosopher karl popper hailed beautiful important book great man i owe personal debt many exciting discussion,3
Ayoade on Top,Richard Ayoade,4.5,413.0,759.0,3,Theater & Ballet,279.0,at last definitive audiobook perhaps best cabin crew dramedy ever filmed view top starring gwyneth paltrow,3
Boy: Tales of Childhood,Roald Dahl,4.6,653.5,615.0,2,Biographies & Autobiographies (Books),191.0,penguin present audiobook edition boy roald dahl read dan stevens,0
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.8,2995.5,836.0,518,Textbooks & Study Guides,620.0,in august british ship endurance set sail south atlantic in october still half continent away intended base ship trapped crushed ice for five month sir ernest shackleton men drifting ice pack castaway one savage region world,3
"The Girl in the Spider's Web: Continuing Stieg Larsson's Dragon Tattoo Series, Book 4",David Lagercrantz,4.0,12734.5,873.0,2,"Crime, Thriller & Mystery (Books)",1006.0,mikael blomkvist contacted renowned scientist professor balder fearing life concerned son balder want millennium publish story,2
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.8,2997.5,836.0,518,Textbooks & Study Guides,620.0,in august british ship endurance set sail south atlantic in october still half continent away intended base ship trapped crushed ice for five month sir ernest shackleton men drifting ice pack castaway one savage region world,3
Collected Stories of William Faulkner,William Faulkner,4.4,95.0,1633.0,4,Fiction Short Stories,1873.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
"Mockingjay: The Hunger Games, Book 3",Suzanne Collins,4.5,18700.5,656.0,3,Children's Science Fiction (Books),679.0,my name katniss everdeen why i dead i dead,3
Notes from the Underground,Fyodor Dostoevsky,4.3,100.0,668.0,3,Classic Fiction (Books),320.0,a predecessor monumental work crime punishment the brother karamazov note from underground represents turning point dostoevsky writing towards political side in work follow unnamed narrator disillusioned oppression corruption society life withdraws underground note underground show dostoevsky best,3
"Change Your Habits, Change Your Life: Strategies That Transformed 177 Average People into Self-Made Millionaires",Tom Corley,4.4,188.5,501.0,3,Personal Success,226.0,change your habit change your life tom corley book rich habit thanks extensive research habit millionaire corley identified habit helped transform ordinary individual millionaire success longer secret passed among elite wealthy,3
The High Performance Entrepreneur,Subroto Bagchi,-1.0,267.25,1005.0,3,Analysis & Strategy,395.0,in the high performance entrepreneur subroto bagchi draw experience offer guidance idea stage initial public offering level this includes deciding one ready launch enterprise selecting team defining value objective company writing business plan choosing right investor managing adversity building brand,3
Crank Palace,James Dashner,-1.0,267.25,469.0,3,Dystopian Fiction for Teens,239.0,newt hell back friend,3
The Effective Manager,Mark Horstman,4.7,208.0,668.0,3,Analysis & Strategy,369.0,the guide exceptional management bottom,3
The Hero's 2 Journeys,Michael Hauge,4.8,6.0,501.0,4,Personal Development & Self-Help,195.0,the outer journey essential structural principle driving every successful plot each brings year practical experience extensive research story structure character arc give story greater commercial appeal full specific example,2
It Happened in India,Biyani Kishore,4.3,73.0,668.0,2,Anthropology (Books),501.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
HBR's 10 Must Reads on Strategic Marketing,Harvard Business Review,4.3,74.0,668.0,1,g (Books),407.0,new hbr must read series stop pushing product start cultivating relationship right customer if listen nothing else marketing delivers competitive advantage hear article we combed hundred article harvard business review archive selected important one help reinvent marketing putting customer center business leading expert ted levitt clayton christensen provide insight advice need,3
Grinding It Out: The Making of McDonald's,Ray Kroc,4.5,524.0,586.0,492,Industries,418.0,few entrepreneur claim radically changed way live ray kroc one his revolution automation franchising shared national training advertising earned place beside men woman founded business entire empire but even interesting ray kroc business man ray kroc man not typical tycoon kroc year old opened first franchise,3
Behind Closed Doors,B A Paris,4.3,9629.5,713.0,3,Crime Thrillers,526.0,in dark psychological thriller georgia maguire push listener explore furthest limit moral code if circumstance bleak enough would willing protect one love,3
"Change Your Schedule, Change Your Life: How to Harness the Power of Clock Genes to Lose Weight, Optimize Your Workout, and Finally Get a ...",Dr. Suhas Kshirsagar,4.7,134.5,1172.0,3,Personal Success,488.0,it schedule doe sound like magic it we heard circadian rhythm biological process give u jet lag make u night owl early bird,3
Triggers: Creating Behavior That Lasts - Becoming the Person You Want to Be,Marshall Goldsmith,4.5,381.5,879.0,3,ance,396.0,in business right behavior matter but getting right tricky even acknowledge need change life habit getting way upsetting even plan and manage situation provoke even rational among u behaving way would rather forget,3
Blade Runner: Originally published as Do Androids Dream of Electric Sheep?,Philip K. Dick,4.6,821.0,878.0,1,Science Fiction (Books),552.0,here classic novel do android dream electric sheep set nearly thirty year event new warner film blade runner starring harrison ford ryan gosling robin wright,3
"Accessing the Healing Power of the Vagus Nerve: Self-Help Exercises for Anxiety, Depression, Trauma, and Autism",Stanley Rosenberg,4.6,365.5,1505.0,4,Neuroscience & Neuropsychology,533.0,the book topic language,3
10 Masterpieces You Have to Read Before You Die 1,Jane Austen,4.4,337.5,401.0,1,Classic Literature,6139.0,this audiobook contains following work,3
